,Product Name,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited
1528,Women's adidas Adilette Comfort Slides,3599.0,3599,0,Adidas CORE / NEO,Slip into these women's slides for easy-to-wear comfort. A contoured footbed features Cloudfoam Plus for a super-soft cushioned feel. The bandage-style upper features an adidas print that shows your brand love.,4.6,41,2020-04-13 15:07:15
1529,MEN'S ADIDAS RUNNING GALAXY 4 SHOES,5299.0,2649,50,Adidas CORE / NEO,Plush comfort delivers a cloudlike ride. These men's running shoes have a soft cloudfoam midsole for a cushioned response to every touchdown. The breathable mesh upper with a moulded overlay offers breathability and lightweight support. A durable outsole provides long-lasting wear.,1.0,50,2020-04-13 15:07:15
1530,Men's adidas Originals POD-S3.2 ML Shoes,12999.0,7799,40,Adidas ORIGINALS,"Revisiting a retro-tech cushioning system developed in 1995, these shoes open a new chapter of comfort and flexibility. Soft and lightweight, the textile sneakers are designed to let your foot move naturally. Boost cushioning adds energy return with every stride.",3.4,45,2020-04-13 15:07:15
1531,WOMEN'S ADIDAS PUREBOOST X TRAINER 3.0 LL SHOES,10999.0,5499,50,Adidas SPORT PERFORMANCE,"Made for the athlete who likes to mix it up, these shoes have a progressive design, with a -specific arch that cradles the foot for a unique compression fit. The slip-on shoes have a knit upper with wraparound bands that hug the foot for support and stretch in any direction.",2.6,2,2020-04-13 15:07:15
1532,MEN'S ADIDAS RUNNING LEGUS SHOES,5999.0,2999,50,Adidas CORE / NEO,"Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability.",3.2,40,2020-04-13 15:07:15
1533,WOMEN'S ADIDAS ALPHABOUNCE TRAINER SHOES,7999.0,3999,50,Adidas SPORT PERFORMANCE,"These cross-training shoes give you stability as you move from barbell exercises to box jumps, burpees or a short run. Made with strength training in mind, they have a low heel drop to give you a solid base for heavy lifting. The seamless upper hugs your foot comfortably, offering support for side-to-side movement.",2.7,26,2020-04-13 15:07:15
1534,Women's adidas Running SenseBoost GO Shoes,10999.0,6599,40,Adidas SPORT PERFORMANCE,"Designed for the ever-changing urban landscape, these running shoes have a lightweight knit upper that follows the natural movement of your stride. The wide platform provides support for lateral movement, and responsive cushioning returns energy with every step.",4.9,87,2020-04-13 15:07:15
1535,WOMEN'S ADIDAS ALPHABOUNCE TRAINER SHOES,7999.0,3999,50,Adidas SPORT PERFORMANCE,"These cross-training shoes give you stability as you move from barbell exercises to box jumps, burpees or a short run. Made with strength training in mind, they have a low heel drop to give you a solid base for heavy lifting. The seamless upper hugs your foot comfortably, offering support for side-to-side movement.",4.2,87,2020-04-13 15:07:15
1536,WoMEN'S adidas Outdoor TERREX VOYAGER DLX SHOES,7999.0,3200,60,Adidas SPORT PERFORMANCE,"This adidas Terrex Voyager DLX shoes for women move faster than ever on the mountain. Suitable for hikes and multifunctional use, it has comfortable textile upper. The STEALTHÂ® Rubber outsole maximises rock contact and offers extraordinary grip.",4.2,43,2020-04-13 15:07:15
1537,Men's adidas Originals ZX Torsion Shoes,11999.0,7199,40,Adidas ORIGINALS,"The ZX line has always been about innovation. These men's shoes build on that legacy by combining full-length energy-returning Boost with an X-shaped Torsion System Bar for extra stability. The mesh upper has suede, leather and reflective elements for a richly textured look.",2.6,53,2020-04-13 15:07:15
1538,Men's adidas Originals ZX Flux Shoes,7599.0,7599,0,Adidas ORIGINALS,"Simplify your vibe. These adidas ZX Flux Shoes are a pared-down version of the ZX 8000, a defining look of '80s high-tech running. But these are made for the streets. Pair the slick ZX details and welded TPU 3-Stripes with anything. Lace up and you're good to go.",4.9,65,2020-04-13 15:07:15
1539,WOMEN'S ADIDAS BY STELLA MCCARTNEY PUREBOOST X TRAINING 3.0 SHOES,12999.0,6499,50,Adidas SPORT PERFORMANCE,"These shoes bring enhanced support to each step with ultra-responsive cushioning and a sock-like construction. A design collaboration with Stella McCartney, the versatile shoes have a multilayered mesh upper and TPU overlay that hug the foot.",2.6,97,2020-04-13 15:07:15
1540,MEN'S ADIDAS ORIGINALS MATCHCOURT HIGH RX SHOES,6999.0,3499,50,Adidas ORIGINALS,"The Matchcourt salutes adidas' court heritage while fine-tuning the design for modern skateboarding. A canvas quarter provides a degree of lightweight comfort, and the suede toe and lace area plus the double-wrapped midsole go all in for durability.",2.9,91,2020-04-13 15:07:15
1541,Women's adidas Sport Inspired VL Court 2.0 Shoes,4999.0,2499,50,Adidas CORE / NEO,Tennis-inspired style with a modern look. These women's shoes have the soft feel of a suede upper. A rubber cupsole gives comfort and ease to every stride.,2.0,98,2020-04-13 15:07:15
1542,MEN'S ADIDAS SPORT INSPIRED CAFLAIRE SHOES,5599.0,3359,40,Adidas CORE / NEO,"Sleek, slim style that goes with everything, these low top tennis-inspired shoes are made of premium nubuck with super-soft suede overlays for a luxurious feel. Smooth waxed laces give the shoes a sophisticated look",3.0,28,2020-04-13 15:07:16
1543,Women's adidas Outdoor Mobe Sandals,2499.0,1249,50,Adidas SPORT PERFORMANCE,Stylish and sleek adidas Mobe sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,1.0,95,2020-04-13 15:07:16
1544,Men's adidas Sport Inspired Videll Shoes,3799.0,1899,50,Adidas CORE / NEO,Extremely functional and subtle running-inspired shoes for men. Feature a textile mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.,3.3,97,2020-04-13 15:07:16
1545,Men's adidas Running Argecy Shoes,5599.0,2799,50,Adidas CORE / NEO,"Sporty style with running DNA. These men's shoes feature a two-layer mesh upper that is durable and breathable. Cloudfoam cushioning offers comfort with every stride, while a handy heel pull helps you get them on in a hurry.",3.1,59,2020-04-13 15:07:16
1546,Women's adidas Running Ultraboost 19 Shoes,15999.0,11199,30,Adidas SPORT PERFORMANCE,Running reinvented. These high-performance neutral running shoes deliver unrivaled comfort and energy return. The lightweight and propulsive shoes have a seamless knit upper that's engineered with motion weave technology to provide stretch while also holding your foot in place while you run. The second-skin fit follows the shape of your foot to reduce pressure points.,4.5,49,2020-04-13 15:07:16
1547,men's Adidas ORIGINALS SKATEBOARDING VARIAL SHOES,7999.0,3999,50,Adidas ORIGINALS,Resist blowouts on the skateboard with assistance of these stylish adidas Originals Varial Mid cut shoes for men. Padded tongue and collar offer you ultimate cushioning. Mid cut ensures that your ankle gets optimum support while the 3-stripes stitched design makes it stylish.,3.7,80,2020-04-13 15:07:16
1548,Women's adidas Sports Inspired Daily 2.0 Shoes,4999.0,2499,50,Adidas CORE / NEO,Classic trainer style with a clean look. These women's basketball-inspired shoes feature a suede upper and a vulcanised-look rubber cupsole. Metallic details on the heel patch logo give this shoe a bit of extra shine.,3.1,7,2020-04-13 15:07:16
1549,Men's adidas Outdoor Volantis II Shoes,5499.0,2749,50,Adidas SPORT PERFORMANCE,"These hiking shoes have a sturdy suede upper and lightweight cushioning. The grippy, high-traction outsole provides a secure base for tackling tough trails.",4.5,4,2020-04-13 15:07:16
1550,Men's adidas Originals Deerupt S Shoes,10999.0,6599,40,Adidas ORIGINALS,"Deerupt is made to move and defined by its minimalist design. These slip-on shoes show off a striking design with a wave-shaped welded TPU overlay. The flexible stretch upper delivers a snug, comfortable feel.",3.1,50,2020-04-13 15:07:16
1551,Men's adidas Originals Superstar Pure Shoes,11999.0,11999,0,Adidas ORIGINALS,"These trainers born in the '70s keep the look classic with nubuck upper. They feature all the authentic details, including the signature rubber shell toe.",3.9,10,2020-04-13 15:07:16
1552,Women's adidas Running Ultraboost 19 Shoes,15999.0,11199,30,Adidas SPORT PERFORMANCE,Running reinvented. These high-performance neutral running shoes deliver unrivaled comfort and energy return. The lightweight and propulsive shoes have a seamless knit upper that's engineered with motion weave technology to provide stretch while also holding your foot in place while you run. The second-skin fit follows the shape of your foot to reduce pressure points.,4.6,80,2020-04-13 15:07:16
1553,Men's adidas Originals ZX 4000 4D Shoes,16049.0,27999,0,Adidas ORIGINALS,"The ZX trainers series resets the running scene in the '80s with a high-tech approach based on studying the physics of human motion. Fusing nostalgia with modern innovation, these streetwear shoes feature a snug, sock-like adidas Primeknit upper and a cutting-edge adidas 4D midsole. The revolutionary data-driven design gives you stability and controlled energy return for an ultra-responsive ride.",3.5,18,2020-04-13 15:07:16
1554,Men's adidas Outdoor Volantis II Shoes,5499.0,2749,50,Adidas SPORT PERFORMANCE,"These hiking shoes have a sturdy suede upper and lightweight cushioning. The grippy, high-traction outsole provides a secure base for tackling tough trails.",2.8,5,2020-04-13 15:07:16
1555,Women's adidas Running Ultraboost 19 Shoes,16049.0,11899,30,Adidas SPORT PERFORMANCE,Ultraboost reinvented. These running shoes reboot key performance technologies to give you a confident and energy-filled run. The knit upper has a second-skin fit and is built with motion-weave technology for adaptive stretch and support. Dual-density cushioning delivers medial support and an energized ride.,4.2,4,2020-04-13 15:07:16
1556,Women's adidas Originals Pharrell Williams Tennis HU Shoes,8999.0,4499,50,Adidas ORIGINALS,"Designed in collaboration with the multitalented Pharrell Williams, these shoes remix sleek court lines with creative flair. The flexible knit upper has a soft, sock-like feel that hugs the foot. The clean, monochrome tone is contrasted by a high-texture EVA midsole.",4.5,27,2020-04-13 15:07:16
1557,NAHA,5999.0,2999,50,Adidas SPORT PERFORMANCE,No description,1.5,19,2020-04-13 15:07:16
1558,Women's adidas Sport Inspired Questar Summer Shoes,5599.0,2799,50,Adidas CORE / NEO,Take on the heat. The airy mesh build of these running-inspired shoes offers cool relief during the summer months. The streamlined look flashes a shiny midfoot cage and contrast 3-Stripes on the sides. Ultra-plush cushioning brings comfort to every step.,3.4,36,2020-04-13 15:07:16
1559,Women's adidas Running Ultraboost 19 Shoes,15999.0,11199,30,Adidas SPORT PERFORMANCE,Running reinvented. These high-performance neutral running shoes deliver unrivaled comfort and energy return. The lightweight and propulsive shoes have a seamless knit upper that's engineered with motion weave technology to provide stretch while also holding your foot in place while you run. The second-skin fit follows the shape of your foot to reduce pressure points.,2.5,10,2020-04-13 15:07:16
1560,Men's adidas Originals 424 Pro Model Shoes,16049.0,16999,0,Adidas ORIGINALS,"The heritage Pro Model returns in a collaboration between adidas and L.A. streetwear brand 424. Channelling the clean, striking style the label is known for, this version has a sleek monochromatic leather upper that effortlessly merges with a thick rubber cupsole. 424 signs off the look with a signature flash of red on the heel.",4.1,2,2020-04-13 15:07:16
